customer_id,first_name,last_name,email,phone,registration_date,city,state,country,age_group
CUST0044,Bradley,Garcia,benderdaniel@example.org,597-220-8833,2025-05-15,Johnathanmouth,Washington,Guadeloupe,36-45
CUST0045,Darlene,Young,curtis99@example.org,(715)602-5334x028,2025-06-30,New Joseph,North Dakota,Pitcairn Islands,36-45
CUST0046,Vanessa,Salinas,suzanne89@example.net,608-652-1399,2023-06-08,South Jeremyshire,Arkansas,Netherlands Antilles,18-25
CUST0047,William,Arnold,wagnerwayne@example.net,861.723.8727,2025-02-12,Reginaville,New Jersey,Andorra,36-45
CUST0048,Amy,Mills,walkeralison@example.com,001-297-882-8189x3788,2024-02-07,Mariaside,South Dakota,Kyrgyz Republic,36-45
CUST0049,Stacy,Holland,schen@example.org,576-430-0063x0882,2023-06-15,Heatherland,Wyoming,Tunisia,18-25
CUST0050,Glenn,Howard,chrissavage@example.com,549.217.3603x2955,2025-01-14,Smithburgh,Iowa,Belize,36-45
CUST0051,Denise,Taylor,richardrowland@example.net,+1-756-616-8855x51412,2023-04-30,Dennismouth,Michigan,San Marino,60+
CUST0052,Tammy,Jefferson,thomas37@example.net,(796)812-4307x36708,2025-02-18,East Melissaton,Connecticut,Turkmenistan,18-25
CUST0053,Isaiah,Henry,lisa52@example.net,001-828-409-9182x47531,2025-09-22,Ryanmouth,Vermont,Bermuda,36-45
CUST0054,Helen,Monroe,bryan97@example.net,+1-871-637-6358x14582,2023-01-21,Brownton,New York,Macao,46-60
CUST0055,James,Allen,candicecunningham@example.org,001-695-582-9144x5955,2025-07-18,Faithtown,Idaho,Gibraltar,18-25
CUST0056,Austin,Mendoza,mary62@example.com,001-828-388-8739x1578,2024-04-02,Port Deannamouth,Nevada,Armenia,46-60
CUST0057,Daniel,Powers,ericbrown@example.net,001-490-859-5676x1873,2025-09-04,Kevinside,Kansas,Russian Federation,60+
CUST0058,Samuel,Jackson,kathleengarcia@example.net,(711)956-1333,2023-03-02,Lake Kyleburgh,Hawaii,Bhutan,60+
CUST0059,Melissa,Allen,fullerkevin@example.net,(402)899-0663,2025-03-29,Quinnfort,Illinois,Eritrea,36-45
CUST0060,Craig,Pearson,haynesbilly@example.com,001-638-966-8877x6090,2023-01-12,West Margaret,Alabama,Zambia,36-45
CUST0061,Charles,Campbell,robertruiz@example.org,941.697.9100x10822,2023-10-24,Gonzalezchester,Iowa,Sao Tome and Principe,36-45
CUST0062,Samantha,Lewis,larryjones@example.com,279-311-8578,2024-07-10,Benjaminmouth,New Hampshire,Myanmar,18-25
CUST0063,Joseph,Miller,dana97@example.net,(291)924-7278x71181,2023-08-04,Lake Jeffrey,North Carolina,Bulgaria,36-45
CUST0064,Catherine,Pope,uscott@example.com,294-810-8534x0363,2023-07-23,Lynnville,West Virginia,Ireland,36-45
CUST0065,Marc,Ross,cunninghamsusan@example.net,(594)739-4632x861,2024-05-03,Huynhfort,South Dakota,China,36-45
CUST0066,Olivia,Johnson,randyhunt@example.com,+1-997-639-0654,2023-11-25,New Jameshaven,Illinois,El Salvador,36-45
CUST0067,Jeremy,Martinez,james36@example.org,909.610.4305x7354,2024-10-17,Lake Brianport,Oklahoma,Chile,26-35
CUST0068,Robert,Warren,estradalaura@example.com,+1-394-536-7861,2023-05-08,New Sara,Wyoming,Liechtenstein,60+
CUST0069,Steven,Brown,barnespeter@example.net,625-660-9163,2024-06-09,New Jacquelineton,Nebraska,Uganda,60+
CUST0070,Anthony,Munoz,sarah33@example.net,001-997-446-7331x866,2024-03-02,Lake Grantbury,Indiana,Tajikistan,46-60
CUST0071,Michelle,Hernandez,hillkristi@example.net,557-818-9189,2023-02-05,Port Russellmouth,Missouri,Morocco,26-35
CUST0072,Elizabeth,Gonzalez,eshort@example.com,(543)775-8854x54195,2024-02-10,West Wandamouth,Colorado,Cuba,36-45
CUST0073,Mark,Wise,michelle50@example.com,(296)807-8481x748,2023-01-07,Paulaside,Arizona,Cayman Islands,46-60
CUST0074,Mary,Schmidt,jacobwiley@example.net,001-721-225-2494,2023-01-09,East Evan,Montana,Bulgaria,18-25
CUST0075,Elizabeth,Kim,uenglish@example.org,001-639-886-8827,2023-12-18,Alishamouth,Connecticut,Pitcairn Islands,18-25
CUST0076,Brandy,Carrillo,collinsjessica@example.org,914.745.6708,2024-01-18,Sextonborough,Virginia,Malaysia,36-45
CUST0077,Glen,Cardenas,eddiefrench@example.net,(991)260-0473x2887,2025-09-07,Markfort,Iowa,Russian Federation,36-45
CUST0078,William,Lynch,bradley09@example.com,(225)431-4345,2024-03-23,New Andrea,Texas,Pitcairn Islands,60+
CUST0079,Stephen,Green,myoung@example.net,001-901-262-0120x628,2024-02-14,Normanside,Hawaii,Bosnia and Herzegovina,36-45
CUST0080,Michael,Mcneil,tayloremily@example.org,(877)917-2864x081,2025-07-03,Port Robin,South Carolina,Guyana,36-45
CUST0081,Rose,Ferrell,jodi77@example.net,(339)791-3670,2025-11-28,North Johnathan,Texas,Greece,26-35
CUST0082,James,Watson,jason71@example.org,971-475-3408x6402,2023-08-22,Port Lindsayshire,Illinois,Ghana,26-35
CUST0083,Patrick,Clark,nelsonrachael@example.net,753-647-3889x063,2023-05-18,New Christophermouth,Utah,Syrian Arab Republic,46-60
CUST0084,Michael,Berry,pearsonrobert@example.org,524-292-1721,2025-01-20,Theresabury,West Virginia,Botswana,36-45
CUST0085,Natasha,Smith,rwillis@example.org,001-652-677-1359x46000,2025-04-16,Steventown,Virginia,Timor-Leste,18-25
CUST0086,Pamela,Hernandez,alexander93@example.org,+1-709-604-5389x64891,2024-09-22,East Madison,Kansas,Iraq,46-60
CUST0087,Adam,Reese,leonardrebecca@example.net,(376)323-3721,2023-02-28,Timothyton,Maryland,Djibouti,46-60
CUST0088,Jasmine,Thomas,jacksonteresa@example.net,369-872-7967,2025-11-28,Brownmouth,Arizona,Cuba,18-25
CUST0089,Daniel,Williamson,christopherjones@example.org,877-331-1428,2025-12-11,Morrisberg,New Jersey,Spain,46-60
CUST0090,Tiffany,Molina,omiller@example.net,4808659043,2024-12-05,Lake Thomasville,Illinois,Nauru,26-35
CUST0091,Yvette,Eaton,tamara28@example.org,537-418-0792x47813,2024-07-04,South Russellport,West Virginia,Austria,60+
CUST0092,Ronald,Johnson,ellisnathaniel@example.com,(362)434-7362x627,2025-02-26,Jenniferfort,Oregon,Malta,36-45
CUST0093,Melissa,Drake,cynthia74@example.com,(325)506-6316,2024-02-21,Port Michael,Alaska,Costa Rica,46-60
CUST0094,Richard,Davidson,amymartinez@example.net,537.907.2924x3522,2025-04-27,West Kelly,Montana,Ecuador,26-35
CUST0095,Heidi,Pierce,choffman@example.org,329-685-6029x1859,2023-12-08,Kingview,Nebraska,Sao Tome and Principe,18-25
CUST0096,Cindy,Moore,jacobmiller@example.net,476-353-9839x02946,2023-03-17,New Louis,Arizona,Georgia,18-25
CUST0097,Aaron,Johnson,seanbush@example.org,8965255151,2024-09-13,West Francisstad,Alaska,Gambia,60+
CUST0098,Marcus,Rogers,bryantrobert@example.net,001-949-696-0965x2995,2024-06-18,Josephborough,Tennessee,United Arab Emirates,36-45
CUST0099,David,Alvarez,johnsonnicolas@example.org,697-218-1014,2023-02-24,South Brian,Wyoming,Czech Republic,36-45
CUST0100,Mary,Stein,epacheco@example.com,392-234-3030x1429,2023-12-14,Melissatown,Arizona,Kazakhstan,36-45
CUST0101,Timothy,Gonzalez,autumntapia@example.com,(735)210-0996x0479,2024-09-13,Murphyshire,California,Albania,36-45
CUST0102,Katrina,Williams,kathleen63@example.com,258.641.0360x8490,2023-01-04,Newmanville,New Jersey,Saint Lucia,46-60
CUST0103,Todd,Young,olivia55@example.net,988.599.4487x9381,2024-12-18,New Jamesland,Tennessee,Indonesia,26-35
CUST0104,Christina,Houston,khodges@example.com,(693)689-5862x019,2025-01-16,South Madison,Illinois,Cyprus,26-35
CUST0105,Claire,Lowe,judith10@example.com,(866)448-6731x327,2022-12-30,Nunezburgh,Washington,Reunion,60+
CUST0106,Timothy,Atkinson,christianorozco@example.net,381.543.4680,2024-09-17,Port Stephen,Massachusetts,Pakistan,46-60
CUST0107,Nicholas,Evans,uross@example.org,762-769-4909x26853,2023-10-28,Port Jamesborough,Idaho,Northern Mariana Islands,36-45
CUST0108,William,Cruz,jcampbell@example.org,001-991-626-2083x31788,2024-06-01,Thomasville,Vermont,Romania,26-35
CUST0109,Robert,Reed,huangadam@example.com,523.454.2674x976,2024-06-09,Coleland,California,Egypt,60+
CUST0110,Justin,Ramos,josephpatterson@example.org,(366)676-2050x5281,2023-06-13,Sandraborough,North Carolina,Cape Verde,46-60
CUST0111,Melissa,Terry,jessica17@example.net,(456)904-3284x88053,2025-06-08,North Amanda,Ohio,Armenia,26-35
CUST0112,Jonathan,Doyle,qbaker@example.net,9392149936,2024-01-19,West Jenniferborough,North Carolina,Netherlands Antilles,26-35
CUST0113,Kristina,Taylor,hansenbrianna@example.com,360.256.2350,2024-05-22,Brandontown,Oregon,Brazil,36-45
CUST0114,Sharon,Moore,davidwright@example.org,978-354-5217,2024-05-08,New Sydney,Oklahoma,Iraq,18-25
CUST0115,Anthony,West,phyllishorn@example.com,(278)293-5234,2025-06-10,Carrietown,Arizona,Vietnam,46-60
CUST0116,Leslie,Rodriguez,fstrickland@example.org,6475591104,2025-05-10,Port Cynthiaburgh,Nebraska,Romania,46-60
CUST0117,Scott,Petersen,phillipscrystal@example.com,(675)430-0274x164,2025-02-22,Mitchellfort,Idaho,Liechtenstein,26-35
CUST0118,Edward,Lee,emilyobrien@example.net,421-213-0796x476,2025-03-25,Lake Catherineland,Louisiana,Chile,26-35
CUST0119,Taylor,Sloan,lawrencejohnson@example.net,783.448.7237,2024-06-01,Petersonberg,Illinois,Luxembourg,26-35
CUST0120,Nathaniel,Brown,lawrence96@example.com,293.350.3790x193,2023-04-09,New Christopherville,Illinois,Suriname,60+
CUST0121,Tammy,Ferguson,rhondamendoza@example.org,(983)607-8242,2025-02-15,Nixonview,Iowa,Dominican Republic,46-60
CUST0122,Wesley,Johnson,robert55@example.net,9385891269,2025-04-19,Port Kellyton,Wyoming,Japan,18-25
CUST0123,Mckenzie,Porter,allenveronica@example.net,(370)213-5366,2023-03-24,Gomezstad,Missouri,Mauritius,46-60
CUST0124,Marcus,Mccormick,danny85@example.org,(556)216-8881x78601,2023-11-22,North Raymondfurt,Utah,Bhutan,36-45
CUST0125,Charles,Short,justin93@example.net,(769)629-8501x67188,2024-11-11,Hodgesland,New Jersey,Lesotho,46-60
CUST0126,Shelley,Wall,snyderjacob@example.com,438.549.4837x4096,2025-04-19,Clarkmouth,Indiana,United States Minor Outlying Islands,46-60
CUST0127,Mark,Sanders,walkermiguel@example.org,001-553-322-3784,2025-08-10,Rodriguezburgh,Ohio,Botswana,18-25
CUST0128,Donna,Cox,isantana@example.org,(297)540-7003,2023-07-12,Danaside,North Dakota,Bahrain,60+
CUST0129,Karen,Young,ronald46@example.com,828.608.3903x409,2024-02-08,New Tyler,Mississippi,Saint Pierre and Miquelon,26-35
CUST0130,David,Jones,vancecassidy@example.org,462-413-3903,2025-11-28,Lake Laura,Utah,Venezuela,26-35
CUST0131,Paul,Chavez,qsmith@example.com,001-628-719-7024x280,2024-09-07,Lake Jeffrey,Kansas,Tokelau,18-25
CUST0132,Joan,Morgan,fleminganthony@example.org,9123790674,2023-04-22,New Robertshire,Hawaii,Saint Kitts and Nevis,18-25
CUST0133,Anthony,Little,mooresarah@example.org,001-952-508-7731x56041,2025-11-13,Jenniferfurt,Tennessee,Denmark,36-45
CUST0134,Jason,Vasquez,terri11@example.com,839.858.1209x7874,2025-08-17,New Karen,Delaware,Guam,60+
CUST0135,Cody,Hester,steven93@example.org,001-413-449-9927x880,2024-05-06,Elizabethberg,Arkansas,Bulgaria,18-25
CUST0136,Ronnie,Nash,kirbyjennifer@example.com,+1-278-549-0102x51611,2023-01-13,South Jameston,Connecticut,Jamaica,36-45
CUST0137,Jennifer,Moore,lindseyjoshua@example.com,001-885-610-9487,2024-12-19,New Vincent,Oklahoma,Taiwan,46-60
CUST0138,Jeffrey,Collins,lthomas@example.net,860.798.9551x1003,2023-10-25,Spencerhaven,Nevada,Western Sahara,36-45
CUST0139,Raymond,Sherman,jpierce@example.org,3527089557,2025-10-18,Matthewschester,Nebraska,Panama,26-35
CUST0140,Robert,Johnson,caindaniel@example.com,873-536-1854,2025-10-30,Connorchester,West Virginia,Bahamas,60+
CUST0141,Melvin,Greene,bergbrian@example.org,(485)992-6325x1492,2025-03-09,Churchfort,New York,Croatia,36-45
CUST0142,Jorge,Fisher,kaylaroberts@example.net,808.475.2251,2024-11-05,East Benjaminton,Florida,Vietnam,60+
CUST0143,Kevin,Sandoval,diazbenjamin@example.com,001-228-801-1182x3052,2024-11-26,South Jameshaven,New Hampshire,Singapore,46-60
CUST0144,Andrew,Hansen,davidgarcia@example.com,247-351-0741,2025-02-06,West Tylerbury,New Jersey,Nepal,36-45
CUST0145,Richard,Wright,lperez@example.org,(726)613-0255x7767,2023-05-11,Stantonside,Arizona,Solomon Islands,36-45
CUST0146,Rhonda,Garcia,xhopkins@example.net,001-723-882-5733x64298,2023-10-10,Travisview,Montana,Chad,46-60
CUST0147,Tiffany,Crawford,elizabethrodriguez@example.net,429-822-4258x0359,2025-03-13,New Kristenport,Vermont,Qatar,26-35
CUST0148,Elizabeth,Robinson,wilsonamber@example.org,(783)424-6223x05670,2024-03-08,South Paulastad,Vermont,Ukraine,26-35
CUST0149,Patrick,Crawford,kristen49@example.com,271-542-1969,2025-12-02,New Allison,North Carolina,Malta,46-60
CUST0150,Yolanda,White,jbaldwin@example.net,7709593971,2023-04-29,Kristenton,Oregon,Greenland,36-45
CUST0151,Joshua,Scott,moraleskelsey@example.org,933.265.2656,2024-02-24,Allisonmouth,Kentucky,Netherlands Antilles,36-45
CUST0152,David,Vang,jamesgarrison@example.net,(960)990-6727x5165,2024-06-21,West Jason,Texas,Niue,18-25
CUST0153,Jennifer,Hunter,hillcheryl@example.net,001-610-387-4421x4713,2023-10-31,Natalieshire,Nebraska,Liechtenstein,36-45
CUST0154,Richard,Allen,walleralec@example.org,803.590.0897x9945,2023-04-21,Olsonmouth,North Carolina,Hong Kong,26-35
CUST0155,Jay,Gentry,andrademichael@example.org,+1-206-786-4951,2024-04-06,Lake Jeremy,Idaho,Suriname,26-35
CUST0156,Linda,Gregory,shannon31@example.com,592.974.6207,2024-11-19,Shariborough,Kansas,British Virgin Islands,26-35
CUST0157,Melanie,Campbell,raymond36@example.org,+1-500-715-1136,2025-04-01,South Cherylport,Kansas,Hungary,60+
CUST0158,Ronald,Martinez,jlewis@example.org,+1-421-751-5371x2424,2025-06-22,Clintonside,Michigan,Netherlands Antilles,18-25
CUST0159,Sean,Davis,barbara42@example.org,905.965.5812x80646,2023-09-29,Brianside,West Virginia,Russian Federation,18-25
CUST0160,Amy,Ray,ystewart@example.com,768.606.9918x2549,2023-05-31,West Amanda,Wyoming,Gambia,26-35
CUST0161,Eric,Williams,christinevargas@example.org,959-598-5241x9210,2024-03-29,Seanmouth,Delaware,Falkland Islands (Malvinas),26-35
CUST0162,Johnny,White,smartin@example.org,9294903023,2024-11-05,Christopherview,Nebraska,Mexico,46-60
CUST0163,Robin,Lane,oaustin@example.com,357.538.4139x11040,2023-05-06,Williamburgh,South Carolina,Turks and Caicos Islands,26-35
CUST0164,David,Martin,parkanthony@example.com,6587854002,2025-03-19,Williamsfort,Arkansas,Netherlands Antilles,36-45
CUST0165,Kenneth,Gray,scotttyler@example.com,(741)764-5052,2023-12-02,Hannahshire,Texas,Angola,46-60
CUST0166,John,Anderson,campostheresa@example.net,733-947-5018x229,2023-03-01,Rebeccaburgh,Missouri,Austria,26-35
CUST0167,Robert,Gutierrez,lewisjill@example.org,(700)350-2609x2556,2024-11-06,Andreaburgh,North Dakota,Saint Pierre and Miquelon,60+
CUST0168,Courtney,Clark,rachel25@example.com,(385)913-5177,2024-09-02,North Mathew,New York,Chile,46-60
CUST0169,Justin,Williams,debbieanderson@example.org,001-350-420-2974x768,2023-04-24,Hernandezview,Massachusetts,Bhutan,36-45
CUST0170,Marvin,Fuentes,bjones@example.com,521.529.3546,2023-02-09,New Tracy,Mississippi,Saint Martin,60+
CUST0171,Martin,Johnson,jeanette85@example.net,(270)976-5123x048,2024-07-24,Williamsstad,Rhode Island,Guinea,36-45
CUST0172,James,Mendez,sherrythomas@example.org,001-787-626-5544x90123,2023-05-19,Richardland,Wisconsin,Montserrat,36-45
CUST0173,Tyler,Little,dustin93@example.com,516.725.0590x856,2024-01-28,Port Adamhaven,North Dakota,Faroe Islands,60+
CUST0174,Tammy,Nolan,theresasmith@example.net,552-969-9719x86468,2025-08-25,Nicoleview,Massachusetts,Sudan,60+
CUST0175,Mark,Green,thomasphillips@example.net,836-550-4659x51921,2023-09-19,West Jefferyton,Florida,Belarus,26-35
CUST0176,Michael,Butler,carrieperez@example.net,922-920-0606,2024-07-05,Jasonside,Kansas,Afghanistan,18-25
CUST0177,Veronica,Evans,utaylor@example.net,637-983-6160,2024-08-27,Marshallhaven,Minnesota,Montenegro,46-60
CUST0178,Eric,Rodriguez,saramorris@example.com,001-674-388-6861,2025-09-11,North Michael,New Jersey,Slovakia (Slovak Republic),36-45
CUST0179,Timothy,Hawkins,kmartin@example.net,001-913-982-4397x1523,2025-10-15,Weissburgh,Florida,Egypt,26-35
CUST0180,Mary,Kelly,jochoa@example.net,379-286-0631,2024-07-02,Lindseyview,Nevada,Turkmenistan,60+
CUST0181,Carrie,Jones,shurley@example.net,(626)359-9270,2025-05-31,Erikachester,Oklahoma,United Kingdom,36-45
CUST0182,Denise,Collier,katherine90@example.com,(743)274-6886,2024-02-06,North Mary,New Mexico,Greenland,60+
CUST0183,Christopher,Smith,john19@example.com,3687524776,2023-02-08,Valdezland,Rhode Island,Gabon,36-45
CUST0184,Grant,Lewis,kvazquez@example.net,929-960-6979x91314,2023-10-30,Cherylshire,Idaho,Saint Vincent and the Grenadines,36-45
CUST0185,Madison,Walter,kevin20@example.org,001-909-907-4924x929,2024-08-23,Bradleymouth,Maryland,Gabon,26-35
CUST0186,Molly,Payne,natalie55@example.net,423-343-0499,2023-06-01,Lake Jamesport,Florida,Guatemala,60+
CUST0187,Kevin,Norton,beth19@example.org,9668302694,2025-06-18,Wilsonberg,South Carolina,Guinea-Bissau,46-60
CUST0188,Michael,Hodges,robert07@example.com,+1-744-850-5452x59066,2023-12-29,Williamschester,Pennsylvania,Nicaragua,18-25
CUST0189,Laura,Garcia,pattersonfred@example.net,444-492-5958x543,2025-07-10,Briannaburgh,West Virginia,Malawi,36-45
CUST0190,Zachary,Barnes,chelsea21@example.net,9606466838,2023-03-26,Jamesburgh,Iowa,Saint Martin,46-60
CUST0191,Megan,Fernandez,ebrown@example.org,+1-576-585-9468x97450,2025-05-19,Smithbury,Mississippi,Guinea-Bissau,36-45
CUST0192,Scott,Miller,ismith@example.net,791.730.4564,2023-01-27,Allenland,Utah,Egypt,46-60
CUST0193,Adam,Nguyen,trevorspencer@example.org,369.691.1921x3623,2025-10-24,North Emilyfurt,Massachusetts,Namibia,18-25
CUST0194,Catherine,Chandler,jasongonzalez@example.com,001-212-730-6359,2025-11-21,West Adam,North Carolina,Sierra Leone,18-25
CUST0195,Joseph,Gutierrez,thomasmurphy@example.net,(365)413-4729,2025-11-20,Cherylview,Connecticut,Niger,18-25
CUST0196,Linda,Bennett,bernardlaura@example.org,001-665-624-0488x5657,2025-01-11,Lowechester,Rhode Island,United States Minor Outlying Islands,46-60
CUST0197,Connie,Gardner,hernandezjose@example.net,515.690.9621,2025-10-27,South Deannamouth,Delaware,Cambodia,60+
CUST0198,Richard,Bailey,johnnichols@example.com,001-389-554-9579x97970,2025-11-06,Port Jessica,Rhode Island,Argentina,26-35
CUST0199,Carla,Brady,travis37@example.com,644-682-2427,2024-06-28,New Stanley,Arizona,Georgia,26-35
CUST0200,Anthony,Clay,josebowers@example.com,813.809.6929x82025,2023-03-18,North Jonathanmouth,South Dakota,South Georgia and the South Sandwich Islands,18-25
CUST0201,Eric,Evans,hancockwillie@example.org,+1-263-602-6154,2025-11-11,East Leroy,Utah,Antarctica (the territory South of 60 deg S),36-45
CUST0202,Christopher,Lewis,michaelgrimes@example.org,594.281.3113,2024-07-25,Josephmouth,Hawaii,Switzerland,26-35
CUST0203,Randy,Stein,vwebb@example.com,8126893253,2024-08-13,Tylermouth,Missouri,Bosnia and Herzegovina,36-45
CUST0204,Gina,Alvarez,ygonzales@example.com,609-682-1702x3244,2023-07-24,Lamfurt,Wisconsin,Faroe Islands,18-25
CUST0205,Madeline,Henderson,rodriguezvirginia@example.com,241-738-7316x574,2024-05-10,Thompsonmouth,Texas,Israel,36-45
CUST0206,Ariel,Hamilton,deanna58@example.com,854-345-2501x959,2025-12-09,Wallerhaven,Nebraska,New Zealand,60+
CUST0207,Joseph,Carroll,jenniferallen@example.org,001-732-418-7513,2025-06-08,Lake Rebeccaberg,North Carolina,Bermuda,36-45
CUST0208,Kelly,Hall,vegakathleen@example.net,(206)739-9487x36549,2024-03-19,Banksmouth,Montana,South Georgia and the South Sandwich Islands,18-25
CUST0209,Lucas,Quinn,jessica41@example.org,680.719.9600x49206,2023-10-27,Johnmouth,Nebraska,South Africa,18-25
CUST0210,Jacob,Sanchez,markgallagher@example.net,+1-453-523-9814x459,2025-05-13,Duranmouth,Rhode Island,Monaco,46-60
CUST0211,Anne,Gallegos,jennifer36@example.com,001-766-474-8117x549,2023-07-12,West Tracyton,Alabama,Mayotte,60+
CUST0212,Amanda,Carey,pittmanjose@example.com,808.409.5783x354,2023-01-30,Bradleyside,Wisconsin,Cote d'Ivoire,26-35
CUST0213,Alan,Singh,ptaylor@example.net,(248)718-0343x16769,2023-04-22,South Christopher,West Virginia,China,36-45
CUST0214,Ashley,Rose,ncollins@example.org,3776707082,2023-04-19,Evansbury,North Dakota,Sierra Leone,26-35
CUST0215,Amy,Lara,qgarrett@example.com,773.533.0253x189,2025-04-15,Jordanfort,Utah,South Africa,46-60
CUST0216,Tony,Woods,ogarcia@example.net,4582156972,2024-06-21,Gibsonberg,Florida,Bouvet Island (Bouvetoya),46-60
CUST0217,Joanna,Edwards,garciakelly@example.com,(237)301-2854,2023-09-11,South Rhondamouth,Utah,Somalia,60+
